"","TSE_code","year","company","date","market","TSE_name","TEJ_name2","TEJ_code2","TEJ_name1","TEJ_code1","BTE","CTP_GAAP","CTP_IFRS_CFI","CTP_IFRS_CFO","CTP_IFRS_CFF","PTEBX","EBIT","OERD","OEPRO","NetSales","employee","PB","FA","Land","LandR","GrossSales","TA","TL","INTAN","QUICK","InvIn","InvLoss","OUTINSTI","RELATIN","RELATOUT","FAMILY","FAMILY2"
"95","M2331",2002,"2404 漢唐",2002-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",190170,76671,NA,NA,NA,644909,658385,9563,39421,7672826,501,2,133202,90211,0,7672826,5599606,2979562,1806,88.87,0,147233,30.72,1,NA,"F","單一家族主導"
"96","M2331",2002,"2423 固緯",2002-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",4776,9833,NA,NA,NA,114507,116870,85635,125065,1104973,610,1.18,468598,202301,0,1108685,1534508,402337,20754,113.48,0,120,5.24,39,25,"F","單一家族主導"
"97","M2331",2002,"2433 互盛電",2002-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,763622,265765,0,NA,3053380,1026302,0,51.25,NA,NA,54.67,1,3,"F","單一家族主導"
"98","M2331",2002,"2461 光群雷",2002-12-31,"TSE","其他電子業","其他光學","M23CZ2","光電/ IO","M23C",28576,16662,NA,NA,NA,261569,288379,29320,70483,1267120,NA,3.06,750168,0,0,1267120,3777551,2339975,23880,162.1,0,52627,19.17,64,41,"F","單一家族主導"
"99","M2331",2002,"2464 盟立",2002-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",27711,24904,NA,NA,NA,205314,210658,64721,103002,2089683,405,2.24,327065,14544,0,2159035,1964779,931073,0,85.7,-7061,0,39.25,3,4,"M","專業經理人治理"
"100","M2331",2002,"2474 可成",2002-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",54371,3478,NA,NA,NA,381303,398030,59788,58800,1851831,1577,2,2070084,0,43615,1968162,4755733,1658911,87991,239.68,0,1137,53.88,5,0,"F","單一家族主導"
"101","M2331",2002,"2477 美隆電",2002-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",193750,145674,NA,NA,NA,847313,851356,62777,222000,4313674,NA,3.26,597911,54778,48987,4332853,4040297,1374269,2087,267.79,0,4632,26.3,77,7,"F","單一家族主導"
"102","M2331",2002,"2482 連宇",2002-12-31,"TSE","其他電子業","PC週邊","M23C3","光電/ IO","M23C",-5082,14542,NA,NA,NA,62107,64510,73286,66239,711156,NA,1.47,255174,113781,0,711156,872917,187207,696,219,0,14221,44.96,32,51,"F","單一家族主導"
"103","M2331",2002,"2488 漢平",2002-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",-15821,24685,NA,NA,NA,283107,307257,75592,78146,1715133,914,1.5,1350684,62873,342891,1724872,2595022,912591,39620,209.96,0,199,5.91,69,0,"F","單一家族主導"
"104","M2331",2002,"2495 普安",2002-12-31,"TSE","其他電子業","硬碟磁碟","M23C4B","光電/ IO","M23C",-6094,37148,NA,NA,NA,291116,291137,161399,149358,1039049,NA,3.74,301616,139685,0,1047803,1663707,153656,1281,624.69,0,8859,21.15,0,21,"M","專業經理人治理"
"105","M2331",2002,"2497 怡利電",2002-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",31116,33416,NA,NA,NA,161576,170384,76552,85845,977309,545,2.46,596790,175239,0,1001251,1409902,387058,39977,111.3,0,3091,23.23,17,2,"F","單一家族主導"
"106","M2331",2002,"3018 同開",2002-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",32924,32875,NA,NA,NA,133472,133509,600,NA,1104528,84,1.13,167826,137959,0,1104528,1195312,266546,0,323.41,0,3310,40.41,15,2,"A","共治型態"
"107","M2331",2002,"3030 德律",2002-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",24119,18550,NA,NA,NA,209065,218373,72933,105315,770653,199,2.17,729895,485843,0,772717,1251226,386171,0,153.87,0,1207,24.86,0,34,"F","單一家族主導"
"108","M2331",2002,"3043 科風",2002-12-31,"TSE","其他電子業","電源供應器","M23D3","電子零組件","M23D",61195,80272,NA,NA,NA,324070,324733,58671,110650,1726566,NA,2.6,235959,95860,0,1738042,1682443,511264,14719,234.14,-4398,0,11.96,0,0,"F","單一家族主導"
"109","M2331",2002,"3067 全域",2002-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",13818,2487,NA,NA,NA,97812,97812,NA,NA,733798,NA,2.03,125829,61277,0,733798,517766,173161,0,146.93,0,0,NA,0,4,"F","單一家族主導"
"110","M2331",2002,"3093 港建",2002-12-31,"OTC","其他電子業","設備通路","M23H3","電子設備","M23H",41232,28794,NA,NA,NA,160623,162200,0,112553,862303,NA,1.82,166814,43251,0,865581,620986,194734,6424,209.87,0,0,81.57,29,0,"F","單一家族主導"
"111","M2331",2002,"3131 弘塑",2002-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",11638,0,NA,NA,NA,-56289,-54532,49819,11444,223678,72,NA,124398,0,0,223678,388424,209133,0,52.53,0,0,NA,0,0,"F","單一家族主導"
"112","M2331",2002,"3285 微端",2002-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",-617,31,NA,NA,NA,15069,19910,NA,NA,733872,NA,NA,104994,46034,0,750701,465416,181633,2204,115.96,0,15,NA,NA,NA,NA,NA
"113","M2331",2002,"3289 宜特",2002-12-31,"OTC","其他電子業","IC設計","M23G5","半導體","M23G",3989,7205,NA,NA,NA,64800,67563,0,1043,180814,68,NA,261412,20040,0,182160,437999,74522,2525,270.78,0,3579,NA,0,0,"M","專業經理人治理"
"114","M2331",2002,"3303 岱稜",2002-12-31,"OTC","其他電子業","其他光學","M23CZ2","光電/ IO","M23C",6875,23003,NA,NA,NA,66464,70351,5268,15235,612194,252,NA,484819,153319,0,630493,844533,454658,11840,67.85,0,3837,NA,5,72,"F","單一家族主導"
"115","M2331",2002,"3305 昇貿",2002-12-31,"TSE","其他電子業","PCB上-其他","M23B3X","主機板","M23B",12687,3255,NA,NA,NA,56668,68964,9029,19414,868432,NA,NA,177481,28411,0,873402,716208,341881,11093,117.95,-3273,0,NA,2,8,"F","單一家族主導"
"116","M2331",2002,"3324 雙鴻",2002-12-31,"OTC","其他電子業","散熱零組件","M23D9B","電子零組件","M23D",8968,12,NA,NA,NA,81620,82360,24054,41225,747507,335,NA,58927,0,0,764351,474532,344794,6366,96.9,0,0,NA,NA,NA,NA,NA
"117","M2331",2002,"3373 熱映",2002-12-31,"OTC","其他電子業","醫療耗材","M17G","醫療耗材","M17G",-336,0,NA,NA,NA,-35683,-35414,11222,7410,53157,34,NA,8990,0,0,53882,113259,28536,465,244.73,0,0,NA,12,16,"M","專業經理人治理"
"118","M2331",2002,"3402 漢科",2002-12-31,"OTC","其他電子業","廠辦機電","M23H1","電子設備","M23H",4397,12378,NA,NA,NA,10083,12888,4878,20737,383785,89,NA,44595,18281,0,383785,389502,156236,0,98.63,0,1273,NA,NA,NA,NA,NA
"119","M2331",2002,"3450 聯鈞",2002-12-31,"TSE","其他電子業","光纖通訊","M23K6","通訊設備","M23K",-11713,441,NA,NA,NA,-61047,-61047,23349,6078,91674,99,NA,216513,0,0,92149,452859,32097,0,599.38,0,0,NA,NA,NA,NA,NA
"120","M2331",2002,"3498 陽程",2002-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",3516,3177,NA,NA,NA,-22705,-21418,NA,NA,448569,183,NA,161639,68059,0,449679,956630,705446,0,9.68,0,11062,NA,NA,NA,NA,NA
"121","M2331",2002,"3508 位速",2002-12-31,"OTC","其他電子業","沖壓零組件","M23D9A","電子零組件","M23D",0,2,NA,NA,NA,-7249,-6933,NA,NA,24643,NA,NA,9909,0,0,24643,35932,25481,0,80.3,0,0,NA,NA,NA,NA,NA
"122","M2331",2002,"3518 柏騰",2002-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",-3652,NA,NA,NA,NA,281,NA,NA,NA,158769,NA,NA,78788,NA,NA,NA,381210,176745,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","M2331",2002,"3541 西柏",2002-12-31,"OTC","其他電子業","PC週邊","M23C3","光電/ IO","M23C",0,NA,NA,NA,NA,-1794,NA,NA,NA,90866,NA,NA,24944,NA,NA,NA,81337,28420,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124","M2331",2002,"3551 世禾",2002-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",19229,NA,NA,NA,NA,62639,NA,NA,NA,316128,NA,NA,225593,NA,NA,NA,418121,215963,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125","M2331",2002,"3552 同致",2002-12-31,"OTC","其他電子業","汽車組件","M15D","汽車組件","M15D",1079,NA,NA,NA,NA,2816,NA,NA,NA,449992,NA,NA,46053,NA,NA,NA,271015,207567,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126","M2331",2002,"3563 牧德",2002-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",1070,NA,NA,NA,NA,15731,15731,NA,NA,63896,NA,NA,5672,NA,NA,NA,79239,15138,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","M2331",2002,"3580 友威科",2002-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",0,NA,NA,NA,NA,-4624,-4624,NA,NA,619,NA,NA,6967,NA,NA,NA,57276,19900,NA,NA,NA,NA,NA,NA,NA,NA,NA
"128","M2331",2002,"3587 閎康",2002-12-31,"OTC","其他電子業","IC設計","M23G5","半導體","M23G",0,NA,NA,NA,NA,-9068,NA,NA,NA,5912,NA,NA,36406,NA,NA,5912,65533,6601,NA,NA,NA,NA,NA,NA,NA,NA,NA
"129","M2331",2002,"3617 碩天",2002-12-31,"TSE","其他電子業","電源供應器","M23D3","電子零組件","M23D",16593,NA,NA,NA,NA,90789,90789,NA,NA,725107,NA,NA,65678,NA,NA,NA,467921,183795,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","M2331",2002,"4415 台原藥",2002-12-31,"OTC","其他電子業","機能性食品","M17C2","藥","M17C",-22462,0,NA,NA,NA,-98991,-87546,2203,40674,704068,186,0.32,805222,159887,23030,715138,1320028,475220,11715,50.53,0,1241,36.9,0,1,"A","共治型態"
"131","M2331",2002,"5205 漢康",2002-12-31,"OTC","其他電子業","應用軟體","M23X2","軟體服務","M23X",-7884,31,NA,NA,NA,-46596,-41215,35430,155637,269537,259,0.66,135429,62400,0,270793,437577,213486,0,117.89,0,2310,10.78,0,0,"A","共治型態"
"132","M2331",2002,"5383 金利",2002-12-31,"OTC","其他電子業","光電導線架","M23D9C","電子零組件","M23D",5106,13,NA,NA,NA,37311,44358,7004,17573,487238,NA,0.77,439435,15833,39329,490262,871046,329143,16820,78.33,-17247,0,41.97,5,3,"F","單一家族主導"
"133","M2331",2002,"5452 佶優",2002-12-31,"OTC","其他電子業","零組件代理","M23T2","資訊通路","M23T",164943,8522,NA,NA,NA,671055,724445,0,71990,5691384,NA,4.35,232105,103615,32750,5843570,3486922,2372778,2747,112.84,0,0,15.52,0,4,"A","共治型態"
"134","M2331",2002,"5489 彩富",2002-12-31,"OTC","其他電子業","監控系統","M23C9","光電/ IO","M23C",-112,33,NA,NA,NA,13897,23542,58899,69549,274942,123,0.99,699605,359626,0,277125,972709,298161,0,53.45,-31620,0,52.41,3,2,"M","專業經理人治理"
"135","M2331",2002,"5493 三聯",2002-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",2354,2229,NA,NA,NA,14712,17144,8040,107573,506854,164,1.12,145255,81139,0,509866,809972,254890,0,84.73,-16964,0,20.2,5,4,"F","單一家族主導"
"136","M2331",2002,"6139 亞翔",2002-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",117262,145912,NA,NA,NA,669879,671382,2647,0,3152915,NA,2.86,195928,105721,0,3152915,2962138,1318255,0,123.99,0,0,40.19,0,0,"F","單一家族主導"
"137","M2331",2002,"6146 耕興",2002-12-31,"OTC","其他電子業","其他電子","M23Z","其他電子","M23Z",17500,30430,NA,NA,NA,166579,167696,4198,44030,542657,182,3.66,512419,146783,0,543649,849965,208521,22266,174.45,0,14,58.23,0,0,"F","單一家族主導"
"138","M2331",2002,"6151 晉倫",2002-12-31,"OTC","其他電子業","塑膠加工","M13A8","石化","M13A",-2013,1807,NA,NA,NA,5781,20741,10611,52544,649211,82,0.92,190625,33928,0,674992,726636,425374,0,72.98,0,0,7.01,0,24,"F","單一家族主導"
"139","M2331",2002,"6187 萬潤",2002-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",-1661,2931,NA,NA,NA,82434,83638,29976,26111,632412,135,2.62,53693,10299,0,644702,489009,127975,0,185.16,0,3959,9.92,7,4,"M","專業經理人治理"
"140","M2331",2002,"6192 巨路",2002-12-31,"TSE","其他電子業","零組件代理","M23T2","資訊通路","M23T",66129,17998,NA,NA,NA,287031,293760,61548,296411,3087961,329,2.11,267514,66486,0,3098695,2316563,994406,0,182.88,0,4485,21,1,6,"F","單一家族主導"
"141","M2331",2002,"6196 帆宣",2002-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",173879,109141,NA,NA,NA,647685,655270,40637,245118,5956977,NA,2.77,418366,105711,0,5961098,4508084,2209312,3519,106.06,0,9937,43.89,8,9,"M","專業經理人治理"
"142","M2331",2002,"6201 亞弘電",2002-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",21002,13950,NA,NA,NA,464461,464461,77113,77515,2916966,NA,2.5,716073,135733,56025,2925965,2092776,707191,32731,154.3,0,0,5.3,54,4,"A","共治型態"
"143","M2331",2002,"6215 和椿",2002-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",13868,13268,NA,NA,NA,69220,71434,15815,77690,699392,106,2.04,42093,27202,0,709191,543800,210441,0,153.52,0,2569,40.31,19,4,"F","單一家族主導"
"144","M2331",2002,"6238 勝麗",2002-12-31,"OTC","其他電子業","IC封測","M23G2","半導體","M23G",14247,14231,NA,NA,NA,40799,50660,0,98195,661348,93,1.13,101764,60110,0,1326861,1146632,404108,41330,111.61,0,4523,33.27,7,0,"F","單一家族主導"
"145","M2331",2002,"6247 淇譽電",2002-12-31,"OTC","其他電子業","音響設備","M23U2","消費性電子","M23U",17977,18512,NA,NA,NA,50819,60087,22195,95222,1537890,1821,1.19,827464,226825,0,1615062,1720481,856173,0,65.31,-62,0,57.18,98,2,"F","單一家族主導"
"146","M2331",2002,"6275 元山",2002-12-31,"OTC","其他電子業","家電","M15C1","家電製品","M15C",2385,1255,NA,NA,NA,5537,17312,32697,82497,772544,NA,0,277304,130000,0,799509,786362,440810,15621,66.72,0,0,13.44,NA,0,"F","單一家族主導"
"147","M2331",2002,"8021 尖點",2002-12-31,"TSE","其他電子業","PCB上-其他","M23B3X","主機板","M23B",7185,65,NA,NA,NA,-25492,-7031,14885,36941,465488,263,NA,324872,0,0,469988,908493,374188,0,137.63,0,0,45,29,7,"M","專業經理人治理"
"148","M2331",2002,"8047 星雲",2002-12-31,"OTC","其他電子業","其他電子","M23Z","其他電子","M23Z",-8833,5376,NA,NA,NA,44654,45161,63090,77686,625986,NA,NA,102347,25041,0,632225,410174,97251,0,119.85,0,0,21.66,11,13,"F","單一家族主導"
"149","M2331",2002,"8085 福華",2002-12-31,"OTC","其他電子業","背光模組","M23C8B","光電/ IO","M23C",1884,1429,NA,NA,NA,105439,113353,83796,73966,3744680,NA,NA,536282,32446,0,3761887,2524875,1383034,246629,99.3,0,0,96.88,2,25,"F","單一家族主導"
"150","M2331",2002,"8092 建暐",2002-12-31,"OTC","其他電子業","電機設備","M23H2","電子設備","M23H",6707,6499,NA,NA,NA,38175,46803,8037,13136,320968,147,NA,148209,24500,0,326581,405960,219391,12886,92.94,0,0,NA,0,7,"F","單一家族主導"
"151","M2331",2002,"8183 精星",2002-12-31,"OTC","其他電子業","PCB 組裝","M23B2B","主機板","M23B",-5124,11669,NA,NA,NA,-13594,-9634,7117,31601,3723748,623,NA,1125158,101551,0,3757292,3005782,1346886,0,88.57,0,30357,NA,50,5,"M","專業經理人治理"
"152","M2331",2002,"8201 無敵",2002-12-31,"TSE","其他電子業","其他電子","M23Z","其他電子","M23Z",-21079,14533,NA,NA,NA,17278,17359,124590,349838,2444189,NA,NA,488166,259336,0,2566083,3735068,647490,346255,449.61,0,157710,NA,NA,19,"M","專業經理人治理"
"153","M2331",2002,"8383 千附",2002-12-31,"OTC","其他電子業","廠辦機電","M23H1","電子設備","M23H",34000,29585,NA,NA,NA,160248,160291,NA,NA,816457,NA,NA,212131,72440,0,823610,781126,316715,6991,94.14,0,0,4.74,30,0,"F","單一家族主導"
"154","M2331",2003,"1785 光洋科",2003-12-31,"OTC","其他電子業","貴金屬回收","M99L1","資源回收","M99L",35515,4206,NA,NA,NA,223953,254212,70232,63471,3320227,386,NA,603706,29670,26592,3344909,1925025,1300308,37176,45.59,0,253,38.37,7,0,"F","單一家族主導"
"155","M2331",2003,"2312 金寶",2003-12-31,"TSE","其他電子業","數據機","M23E1","網路設備","M23E",-285189,8367,NA,NA,NA,2578511,2750266,1250605,189521,34517154,13150,1.23,5464804,330960,0,34684435,31785293,13017233,172551,101.59,-77759,0,24.14,98,0,"F","單一家族主導"
"156","M2331",2003,"2317 鴻海",2003-12-31,"TSE","其他電子業","PC","M23A1","PC系統","M23A",3359717,2498751,NA,NA,NA,28582846,29002088,5564667,11132202,402905450,93109,3.4,49342508,1665912,0,403263460,225997569,127226128,1101980,117.31,-337219,565517,58.78,NA,2,"F","單一家族主導"
"157","M2331",2003,"2354 鴻準",2003-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",374392,206671,NA,NA,NA,2197921,2198577,188068,543526,20631896,NA,1.8,1415575,72528,0,20631896,13287690,5215717,2138,184.09,-41770,0,75.46,NA,31,"F","單一家族主導"
"158","M2331",2003,"2359 所羅門",2003-12-31,"TSE","其他電子業","零組件代理","M23T2","資訊通路","M23T",-35262,57300,NA,NA,NA,-138170,63137,76499,392952,13187632,NA,0.99,1344778,404461,0,13302081,11037252,6515654,24167,67.09,0,63172,11.23,13,2,"F","單一家族主導"
"159","M2331",2003,"2360 致茂",2003-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",64651,65093,NA,NA,NA,555038,585806,293969,423923,5037301,970,1.53,1664364,550715,0,5052219,6280644,2411227,0,105.22,-2057,0,20.13,2,16,"M","專業經理人治理"
"160","M2331",2003,"2373 震旦行",2003-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",-49238,1492,NA,NA,NA,615618,805014,NA,NA,12004802,4201,1.44,2211719,465368,0,12468736,12546334,7573484,150753,49.41,0,100827,66.88,4,0,"F","單一家族主導"
"161","M2331",2003,"2390 云辰",2003-12-31,"TSE","其他電子業","監控系統","M23C9","光電/ IO","M23C",17743,61931,NA,NA,NA,-365664,-290779,81359,102494,1427012,968,0.9,1033416,92694,0,1437994,6198378,2353217,45113,102.67,0,35146,14.66,68,0,"F","單一家族主導"
"162","M2331",2003,"2404 漢唐",2003-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",179200,245749,NA,NA,NA,810289,818728,6676,55762,7651950,529,2.75,218818,112066,0,7651950,6088614,2960165,16961,102.15,0,39617,36.01,2,0,"F","單一家族主導"
"163","M2331",2003,"2423 固緯",2003-12-31,"TSE","其他電子業","電機設備","M23H2","電子設備","M23H",12344,10812,NA,NA,NA,165046,168333,76821,159324,1329327,575,1.48,458372,202301,0,1336444,1565384,387762,43150,133.79,0,2448,4.95,46,18,"F","單一家族主導"
"164","M2331",2003,"2433 互盛電",2003-12-31,"TSE","其他電子業","3C通路","M23T1","資訊通路","M23T",62079,22183,NA,NA,NA,208716,240209,0,350902,1598624,651,0.99,353881,31892,0,1628006,3233539,1243074,0,47,0,94429,54.58,1,4,"F","單一家族主導"
"165","M2331",2003,"2461 光群雷",2003-12-31,"TSE","其他電子業","其他光學","M23CZ2","光電/ IO","M23C",-119164,19780,NA,NA,NA,-360691,-306365,46952,94998,1535811,NA,1.87,898093,0,0,1535811,3436232,2215457,55341,56.7,0,36513,26.28,55,49,"F","單一家族主導"
"166","M2331",2003,"2464 盟立",2003-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",26446,31281,NA,NA,NA,179628,182373,61634,112482,2455064,449,1.92,334504,14544,0,2463744,2660801,1533031,0,59.15,-9260,0,30.38,4,8,"M","專業經理人治理"
"167","M2331",2003,"2474 可成",2003-12-31,"TSE","其他電子業","機殼","M23D4","電子零組件","M23D",119270,99316,NA,NA,NA,1102016,1130102,51466,91159,3399072,4607,4.78,2628724,0,0,3483428,8032234,4058587,84055,302.23,0,14394,45.91,NA,0,"F","單一家族主導"
"168","M2331",2003,"2477 美隆電",2003-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",1656,10581,NA,NA,NA,955554,958026,109156,251763,4673488,5538,2.39,1431383,53332,48987,4746955,5328243,1714125,75382,199.09,0,19895,35.49,80,7,"F","單一家族主導"
"169","M2331",2003,"2482 連宇",2003-12-31,"TSE","其他電子業","PC週邊","M23C3","光電/ IO","M23C",-9208,8198,NA,NA,NA,39102,40439,81811,66348,768354,197,1.61,236208,113781,0,768354,1001164,319266,632,562.23,0,17109,43.72,50,71,"F","單一家族主導"
"170","M2331",2003,"2488 漢平",2003-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",279,8821,NA,NA,NA,304102,318498,75893,63239,1856778,898,1.57,1151541,24030,206852,1868001,2494155,722329,37112,202.95,0,2024,9.02,71,1,"F","單一家族主導"
"171","M2331",2003,"2495 普安",2003-12-31,"TSE","其他電子業","硬碟磁碟","M23C4B","光電/ IO","M23C",21055,38799,NA,NA,NA,937188,937203,209308,127070,2216359,NA,6,322233,139685,0,2231011,2585054,271075,1137,616.93,0,6106,24.01,0,19,"M","專業經理人治理"
"172","M2331",2003,"2497 怡利電",2003-12-31,"TSE","其他電子業","音響設備","M23U2","消費性電子","M23U",1375,24440,NA,NA,NA,38320,46882,81771,141329,869903,575,1.98,623243,175239,0,905123,1334931,299579,37833,81.48,0,11650,19.06,9,4,"F","單一家族主導"
"173","M2331",2003,"3018 同開",2003-12-31,"TSE","其他電子業","廠辦機電","M23H1","電子設備","M23H",13102,15960,NA,NA,NA,68812,68856,0,NA,1123818,102,1.08,117810,92512,0,1123818,1299805,411444,0,223.29,0,3574,40.02,0,0,"A","共治型態"
